Card ID,Created By,Space Posted in,Date of Card Posting,Time of Card Posting,Card Type,Card Title,Card Description,Card Body,Total Reach,Number of Views,Number of Likes,Number of Shares(Inside App),Number of Shares(Outside App),Number of Comments,Number of Upvotes on Comments,Number of Saves,Number of Reports,Option A(Poll Cards Only),Option B(Poll Cards Only),Option C(Poll Cards Only),Mission Date,Mission  Time,Mission  Format,Mission Link,Mission Link Clicks,Length of Video (seconds),Watch Time for Video Cards
45215,Koustubh Kulkarni,Universe,26-08-2022,15:15:33,image,ABXAZGHIURRKTJRKTKNNWAKXOAIQMDLDEZA,,"<p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-08-26_151306.max-1440x900.png""></p><p><br></p><p><a href=""https://docs.google.com/forms/d/e/1FAIpQLSe3tdTYsx4oGcpOTl7lzTsmoN9ymJf7WNVOrHHREpfalkrV8A/viewform"">Click here to get in</a></p><p><br></p><p>🎰 <a href=""https://www.instagram.com/p/ChuFtCdLGAf/?igshid=YmMyMTA2M2Y="">House Rules!</a></p><p>🥰 Click here for the <a href=""https://www.instagram.com/reel/ChtqpH_jGsd/?igshid=YmMyMTA2M2Y=https://www.instagram.com/reel/ChtqpH_jGsd/?igshid=YmMyMTA2M2Y="">vibes</a></p><p>🔥Click here to feel the <a href=""https://www.instagram.com/reel/Cht2ogOjHki/?igshid=YmMyMTA2M2Y="">energy</a> </p><p><br></p><h3>Are you coming tomorrow? Let me know in the comments!</h3><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,206,76,11,OUTSIDE SHARE COUNTER NOW ADDED,25,12,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45366,Koustubh Kulkarni,Universe,27-08-2022,14:15:44,image,HINSVPBMQKMCIZZLAYFKZEWCPATWIVGUZXH,,<p>It's a full house today at HQ!</p><p><br></p><p><br></p>,REACH NOW ADDED,23,37,4,OUTSIDE SHARE COUNTER NOW ADDED,6,0,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
45988,Koustubh Kulkarni,Universe,01-09-2022,20:03:07,image,SQTGHPQYFRKRGNAAPDUGVTBAWJZKFVQAGYO,,"<h3>Content Creators, this one’s for you! 🏟</h3><p><br></p><p>This is your chance to start your branded journey with Under 25. Under 25 Student Creators have worked with over 10+ brands in the last 6 months &amp; we want to give all the new explorers a taste of how we make this happen!</p><p><br></p><h3>Task at hand🚨🚨</h3><p>Make 1 Reel &amp; a story using the filter of the brand.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_194500.max-1440x900.png""></p><ul><li>Compensation between RS 700 - RS 1600</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_194330.max-1440x900.png""> </p><p><br></p><p><a href=""https://www.se.com/in/en/work/campaign/innovation/overview.jsp?gclid=CjwKCAjwsMGYBhAEEiwAGUXJaWm_V32u95wiiseiEA-vRXmEqiLeHMRnNjzUG0hUAZoJfEXzr3CT5hoCo4YQAvD_BwE&amp;gclsrc=aw.ds#xtor=SEC-278-GOO-%5BCoreBrand_SE_Exact%5D-%5B608727307852%5D-S-%5Bschneider%20electric%5D&amp;utm_source=google&amp;utm_purpose=marketo&amp;utm_campaign=ind_go_sem_nb_mu_global-all-innovation-corebrand&amp;utm_term=schneider%20electric"">Schneider Electric</a> aims to build a community of conscious citizens, businesses, and institutions to unite for a collective action towards the adoption of practices in energy efficiency, renewables and solar, automation, digitalization, and a new world of electricity to meet both individual and corporate sustainability goals🏞</p><p><br></p><p><a href=""https://www.se.com/in/en/work/campaign/local/green-yodha.jsp"">Green Yodha</a> is a sustainability initiative by them!</p><p><br></p><h3>🧩Eligibility criteria:</h3><ul><li>You should have an open Instagram account.</li><li>You should have at least 500 followers.</li><li>You should have a minimum of 3 reels on your page.</li><li>You should be prompt with your responses if shortlisted.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_194233.max-1440x900.png""></p><ol><li>Make 1 reel &amp; story with their <a href=""https://www.instagram.com/ar/427296185916196/"">filter</a>.</li><li>Showcase how you are a #GreenYodha and how you protect and save the environment by referring to the following prompts:</li></ol><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_195030.max-1440x900.png""></p><ul><li><a href=""https://www.instagram.com/reel/Cgo19P-F75_/?igshid=YmMyMTA2M2Y="">Dance with a message:</a></li><li><a href=""https://www.instagram.com/reel/Cgg2BvqqZr_/?igshid=YmMyMTA2M2Y="">Concept with information</a></li><li><a href=""https://www.instagram.com/reel/ChhqDH-ALay/?igshid=YmMyMTA2M2Y="">Reference for Lifestyle creators</a></li><li><a href=""https://www.instagram.com/reel/Ch4INKhgbJk/?igshid=YmMyMTA2M2Y="">Reference of Illustrations</a></li></ul><p><br></p><p>These are few examples. To see more, click <a href=""https://www.instagram.com/explore/tags/scfxse/"">here</a>! </p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_195254.max-1440x900.png""></p><p><br></p><ol><li>You have to do 1 reel &amp; 1 story using the filter to be eligible for the unlock🔓</li><li>Please make sure to keep the screenshot of the story after 24 hours to update stats in submission.</li><li>The reel has to be a minimum of 12 seconds.</li></ol><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-01_195230.max-1440x900.png""></p><p><br></p><ul><li>Composting 🛢</li><li>Reducing plastic 💳</li><li>Reduce/reuse/recycle 🗑</li><li>Global warming🌏</li><li>Fast fashion👽</li><li>Planting trees 🌲</li></ul><p><br></p><h3>📖 Use the following hashtags for us to track your incredible work!</h3><ul><li>#StudentCreatorFellowship</li><li>#<a href=""https://www.instagram.com/explore/tags/scfxse/"">SCFxSE</a> </li><li>#GreenYodha</li></ul><h3>📖 Tag these accounts for us to celebrate your work</h3><p>@<a href=""https://instagram.com/under25official?igshid=YmMyMTA2M2Y="">Under25official</a> </p><p>@<a href=""https://instagram.com/schneiderelectricind?igshid=YmMyMTA2M2Y="">Schneiderelectricind</a></p><p><br></p><h3>🚠 Next steps:</h3><ul><li>If you think that you align with the brief, apply to the google form.</li><li>If you are shortlisted, you will get an acceptance email with more details.</li><li>You’ll be added to a group on the app.</li></ul><p><br></p><h3>Click <a href=""https://docs.google.com/forms/d/1mweDW7Pa8E_LxV7CHpNT187zD6i4JSbO_XV6jv94yZI/edit"">here</a> to apply 🚀</h3><p><br></p><h3>Fire the comments once you’ve applied with green emojis &amp; drop doubts if any! 🧩</h3><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,227,41,9,OUTSIDE SHARE COUNTER NOW ADDED,12,6,3,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46321,Koustubh Kulkarni,Universe,05-09-2022,20:39:07,image,EMTJGHPUBXGNOAZMXFLNDTLUMZQCNWJZBRC,,<h3>My class photo after college 🥰</h3><p>Post a picture with your class &amp; let's celebrate teachers day with our OG teachers </p><p><br></p><p>#PeerToPeerLearning </p>,REACH NOW ADDED,73,54,3,OUTSIDE SHARE COUNTER NOW ADDED,32,19,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46814,Koustubh Kulkarni,Universe,09-09-2022,16:07:25,video,MMAJSAZUGMSMJGVWYCXWNADJCRJKKAFRRHQ,,<p>New work coming out soon!</p>,REACH NOW ADDED,190,68,4,OUTSIDE SHARE COUNTER NOW ADDED,27,10,1,0,,,,,,,,TO BE ADDED,22,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46835,Koustubh Kulkarni,,09-09-2022,17:28:37,video,HQPYWZQTFUGVTRSYWKEQGKXNMHWOSQNEXJJ,,"<p>No one is doing video cards on the app?</p><p><br></p><p>Kani &amp; KK:</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-09_172715.max-1440x900.png""></p><p><br></p><p>Let me know which trend do you want me to try next? Also which was your favorite pose? 🫂</p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,0,0,0,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,18,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
46836,Koustubh Kulkarni,Universe,09-09-2022,17:28:41,video,GSASUDXQEYCIIRPHEAXOAYWRNQTJROOTGSW,,"<p>No one is doing video cards on the app?</p><p><br></p><p>Kani &amp; KK:</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-09_172715.max-1440x900.png""></p><p><br></p><p>Let me know which trend do you want me to try next? Also which was your favorite pose? 🫂</p><p><br></p><p><br></p><p><br></p><p><br></p>",REACH NOW ADDED,186,83,7,OUTSIDE SHARE COUNTER NOW ADDED,54,26,0,0,,,,,,,,TO BE ADDED,18,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
48223,Koustubh Kulkarni,Universe,17-09-2022,17:37:57,video,SLCWCTQURCUAFOFCXIRWFDPQYEKZFDQCQRG,,"<p><em>Story time with KK</em></p><p>Anecdotes from HQ of me breaking down opportunities from my POV for all explorers.</p><p><br></p><h3>Breaking what's happening on Monday down in the most simple way for everyone 🧭</h3><h3>🎪 What's happening?</h3><ul><li>On Monday 19th September, 8 PM IST. We are hosting a virtual zoom session called the Weekly Hang Sesh (WHS)</li><li>For this session we have an international artist who will be performing live for explorers!</li></ul><h3>👨🏾‍🎤Tai Verdes!</h3><p>Tai went viral last year by uploading videos of him rapping in the car. You can check the video <a href=""https://www.instagram.com/reel/CcI4ltAvwSg/?igshid=YmMyMTA2M2Y="">here</a></p><h3>💻How do I join?</h3><p>Join the following zoom link on Monday to witness the virtual experience with Tai!</p><p><br></p><p><u>Topic:</u> Hostel Lights w/Tai Verdes</p><p>Time: Sep 19, 2022 08:00 PM Mumbai, Kolkata, New Delhi</p><p></p><p>Join Zoom Meeting</p><p><a href=""https://us02web.zoom.us/j/83982989278?pwd=QjBKOFAwdUpUQkJQMGc2bVd2M2hTZz09"">https://us02web.zoom.us/j/83982989278?pwd=QjBKOFAwdUpUQkJQMGc2bVd2M2hTZz09</a></p><p></p><p>Meeting ID: 839 8298 9278</p><p>Passcode: 624839</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-17_172349.max-1440x900.png""></p><p><br></p><h3>Comment below to RSVP for Monday!</h3><p>🚀🚀🚀🚀</p>",REACH NOW ADDED,288,106,13,OUTSIDE SHARE COUNTER NOW ADDED,81,30,6,0,,,,,,,,TO BE ADDED,117,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
48652,Koustubh Kulkarni,Universe,19-09-2022,19:46:54,image,YLAGIVOVZLRCLKFGVZWOAGOIVEKUGFJFFHW,,"<h3>Gates Open at 7:55 🚂</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-09-19_194502.max-1440x900.jpg""></p><p><br></p><h3>Join The Session by clicking below</h3><p><a href=""https://us02web.zoom.us/j/83982989278?pwd=QjBKOFAwdUpUQkJQMGc2bVd2M2hTZz09"">https://us02web.zoom.us/j/83982989278?pwd=QjBKOFAwdUpUQkJQMGc2bVd2M2hTZz09</a></p><p><br></p><p>Meeting ID: 839 8298 9278</p><p>Passcode: 624839</p>",REACH NOW ADDED,140,79,9,OUTSIDE SHARE COUNTER NOW ADDED,10,0,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49027,Koustubh Kulkarni,Universe,20-09-2022,20:18:29,image,HDJCOQRFZQACEFILDTNUFHKXVGFURVRYYZN,,<p>Releasing at 9:30 PM IST Today</p>,REACH NOW ADDED,131,87,12,OUTSIDE SHARE COUNTER NOW ADDED,38,25,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49058,Koustubh Kulkarni,Universe,20-09-2022,22:06:41,image,RYUABISAKOZFLTWERPYXLPYYQTXZLKCJOSF,,"<h3>What if the tables were turned and you could be someone else entirely?</h3><p>The side of you that hasn’t been explored yet, the one thing you always wanted to be but never really had the guts to take that leap. </p><p><br></p><p>Tomorrow you’ll get to meet some exciting alter egos that’ll help you find the answer to just that ;) <em>#StudentMatterTurnstables  </em></p><p><br></p><p>Join us at 8:00 PM on the 21st of September via Zoom.</p><p>More details and personalities coming soon 💯</p><p><br></p><h3>Topic: Ask The Alter Ego | Student Matter Team</h3><p>Time: Sep 21st, 2022 08:00 PM Mumbai, Kolkata, New Delhi</p><p><br></p><p>Join Zoom Meeting</p><p><a href=""https://us02web.zoom.us/j/88643798176?pwd=SmhzZDNYV1cyeWMzVHI3REVkaGwxUT09"">https://us02web.zoom.us/j/88643798176?pwd=SmhzZDNYV1cyeWMzVHI3REVkaGwxUT09</a></p><p><br></p><p>Meeting ID: 886 4379 8176</p><p>Passcode: 865592</p><p><br></p><h3>PS: you’ve no idea what’s coming 👀</h3>",REACH NOW ADDED,214,102,16,OUTSIDE SHARE COUNTER NOW ADDED,35,4,3,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49180,Koustubh Kulkarni,Universe,21-09-2022,19:06:09,image,URQRSEFIMEOEWETIXEZNXIMJLFBLXZIEJWD,,"<h3>The Young Monk </h3><p>You’ve met the alter egos and now the host who has command over his ego &amp; lives on mount kilimanjaro.</p><p><br></p><h3>🧘🏻‍♂️Description: </h3><p>The wisest one</p><p><br></p><h3>💆🏻Personality traits:</h3><p>Clever, Curious, Deep, Decisive, Focused.</p><p><br></p><h3>🧙🏻‍♂️Behaviour: </h3><p>Randomly yells a word of wisdom before talking, teaches life lessons, meditating, making people in the session do yoga.</p><p><br></p><h3>Moto in life 🌅</h3><p>Don't stress stay chill</p><p><br></p><h3>Catch up with me today </h3><p>Topic: Ask The Alter Ego | Student Matter Team</p><p><br></p><p>Join Zoom Meeting</p><p><a href=""https://us02web.zoom.us/j/88643798176?pwd=SmhzZDNYV1cyeWMzVHI3REVkaGwxUT09"">https://us02web.zoom.us/j/88643798176?pwd=SmhzZDNYV1cyeWMzVHI3REVkaGwxUT09</a></p><p><br></p><p>Meeting ID: 886 4379 8176</p><p>Passcode: 865592</p><p><br></p><p><br></p>",REACH NOW ADDED,115,75,4,OUTSIDE SHARE COUNTER NOW ADDED,13,6,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
49817,Koustubh Kulkarni,Universe,23-09-2022,18:21:28,image,KHCNNEXUMAPQLPXDWZCANBJPOPVFVZENZTX,,<p>Too much pressure but will try my best to get the parachute for all the students 🤧</p>,REACH NOW ADDED,48,47,0,OUTSIDE SHARE COUNTER NOW ADDED,12,14,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51117,Koustubh Kulkarni,Universe,26-09-2022,00:24:47,video,LFZKCDVCUSCOZDWOSZFFHHAFAPUZMNHCRXC,,<p>To another decade ❤️</p>,REACH NOW ADDED,103,90,3,OUTSIDE SHARE COUNTER NOW ADDED,21,5,0,0,,,,,,,,TO BE ADDED,19,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51425,Koustubh Kulkarni,Universe,01-10-2022,16:38:51,image,TOHSXYJHRNOJUTVHOVGENAXYIXSGWFTNXDR,,"<h3>Yesterday Resident Creators were invited to a store launch in Bangalore &amp; rest is History!⚡️</h3><p><br></p><p>This Lauch was for Azorte i.e an Neo store. They launched their first store in India!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-01_162500.max-1440x900.png""></p><p><br></p><h3>20 RCs were selected to be a part of of this launch 🔍</h3><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-01_162644.max-1440x900.png""></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-01_162659.max-1440x900.png""></p><p><br></p><p>As the part of the Unlock we also gave 20 BoAt wireless airdopes to each one of them just for being shortlisted for this branded mission 💎</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-01_162806.max-1440x900.png""></p><p><br></p><h3>Deliverables </h3><ol><li>1 Reel </li><li>2 stories </li></ol><h3>Unlocks 🔑 </h3><ol><li>Learning of doing content for a store launch </li><li>Work with the biggest line of retail brands.</li><li>Making tons of memories with your homies</li></ol><p><em><u>And also</u></em></p><ul><li>Shopping voucher at the store worth 2k 💰</li><li>BoAt Airdropes worth 3k 💰</li><li>1.5k monitory Compensation 💰</li></ul><h3>Total: 6.5K worth of Unlocks 🎚</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-01_163238.max-1440x900.jpg""></p><p><br></p><p>One of the craziest unlocks that we have done so far &amp; with SCF doing more than 5 branded misison in 2 weeks RCs are on a roll to make a lot of money in the coming weeks🤑</p><h3>Here are some of the video from yesterday! 🍭</h3><p>1. <a href=""https://www.instagram.com/reel/CjKoQj5jiNa/?igshid=YmMyMTA2M2Y="">Rahul Sinha</a></p><p>2. <a href=""https://www.instagram.com/reel/CjKWXVIpr5c/?igshid=YmMyMTA2M2Y="">Rivansha Malhotra</a></p><p>3. <a href=""https://www.instagram.com/reel/CjKcM9RjYyk/?igshid=YmMyMTA2M2Y="">Sidharth Devang</a></p><p>4. <a href=""https://www.instagram.com/reel/CjKeMuODYkh/?igshid=YmMyMTA2M2Y="">Bee</a></p><p>5. <a href=""https://www.instagram.com/reel/CjKe9KXpyKh/?igshid=YmMyMTA2M2Y="">Anusree VK</a></p><h3>Should we open applications to SCF again? 500 comments &amp; then I'm listening 🧏🏻‍♂️</h3>",REACH NOW ADDED,288,121,7,OUTSIDE SHARE COUNTER NOW ADDED,43,38,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51473,Koustubh Kulkarni,Universe,02-10-2022,19:01:34,image,DPUDUUJLTNNNFBLRQRJIGKDHDSTMXFGYUEO,,<h2>Want to add some more <em>juice</em> to my slang vocab 🤌🏻</h2><p><em>Lets go</em> In the comments </p>,REACH NOW ADDED,165,100,6,OUTSIDE SHARE COUNTER NOW ADDED,137,75,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51509,Koustubh Kulkarni,Universe,03-10-2022,13:57:20,video,RPFDSEOPPEZZPEFVKUESEHTDBOFUHGXHTBU,,"<h3>Cred has launched their new scan &amp; pay feature. We'll be working to amplify it 🚀</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-03_134703.max-1440x900.png""></p><p><br></p><h3>If you want to add Cred to your branded portfolio comment &amp; tell me these 2 things:</h3><ol><li>Your Instagram Link/ Link to your best reel on Instagram </li><li>Why do you want to work with Cred?</li></ol><p><br></p><h3>All the best! Looking forward on working with some of you❤️</h3>",REACH NOW ADDED,391,127,13,OUTSIDE SHARE COUNTER NOW ADDED,68,57,1,0,,,,,,,,TO BE ADDED,65,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
51940,Koustubh Kulkarni,Universe,10-10-2022,23:58:14,video,AVLFENOITPKDYWYUJQROGJELIMYJEHQSVEX,,<p>I'm serious homies </p><p>Quickly tell off in Comments some cool things we can do on our birthdays 🤔</p><p><br></p><h3>Also it's RIVS bday! Don't forget to wish here🥰</h3>,REACH NOW ADDED,242,124,7,OUTSIDE SHARE COUNTER NOW ADDED,54,26,1,0,,,,,,,,TO BE ADDED,57,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
52474,Koustubh Kulkarni,Universe,20-10-2022,15:36:51,video,WTZJTDNARACMREEZHZNZNKNALUTYJSMEHNV,,"<h3>Question 1 from me to all explorers!</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-20_153251.max-1440x900.png""></p><p><br></p><h3>Example:</h3><p>I'm Koustubh From Pune. I'm from MIT WPU Pune &amp; the top colleges from my city would be:</p><p>1. Symbi Viram Nagar Campus</p><p>2. Flames University </p><p>3. MIT WPU</p><p>4. FC College </p><p>5. Brihan College of commerce</p><p><br></p><p>Fire up the comments with your answers &amp; I shall get in touch with some of you soon🏃</p><p><br></p><p><br></p>",REACH NOW ADDED,260,94,10,OUTSIDE SHARE COUNTER NOW ADDED,57,37,0,0,,,,,,,,TO BE ADDED,106,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
52553,Koustubh Kulkarni,Universe,21-10-2022,17:25:32,video,YVUXKDQYCDQHRXWHZRFIRDPTUSZSATLFQDO,,"<p>The Under 25 Summit at Campus is back after 900 days and is taking place at NMAMIT, Mangalore! 🎊</p><p><br></p><p>The Under 25 Summit at NMAMIT got #Caffeinated! 22.10.2022</p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-28_030003.max-1440x900.png""></p><p><br></p><p>Under 25 Summit at Campus is a student-led Youth-Festival that takes place at a College Campus. It provides student the opportunity to host live experiences and understand leadership even better! </p><p><br></p><p>🌻 What is happening at NMAMIT today?</p><p><br></p><p>The Under 25 Crew reached the NMAMIT Campus today morning and has already started adding the Summit elements to the college classrooms and auditorium! While Summit is yet to take place officially in less than 24 hours, Student Labs has taken over for the day!</p><p><br></p><p>But… What is Student Labs?</p><p><br></p><p>Now that you’re on the Under 25 App here, stay on the lookout for more insiders into the NMAMIT Summit at Campus to know more about Student Labs! 😉</p>",REACH NOW ADDED,136,68,1,OUTSIDE SHARE COUNTER NOW ADDED,11,9,2,0,,,,,,,,TO BE ADDED,15,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
52644,Koustubh Kulkarni,Universe,22-10-2022,15:04:33,image,CPOLSOKPWAGESKSRQZXCNUTGPEZEGGZPIPG,,"<h3>What is Deals Arena?💎</h3><p>The Under 25 Deals arena is a flagship IP of Under 25 that juxtaposes a world of the best deals with a world filled the most exciting street games for a student for free. </p><p><br></p><p>The Under 25 Summit at NMAMIT got #Caffeinated! 22.10.2022</p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-28_025737.max-1440x900.png""></p><p><br></p><p>Play to win and stand a chance to attain the highest bragging value in your college as a student like never before! </p><p><br></p><h3>At NMAMIT we had over 200+ Student who took at the Deals Arena</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-22_150005.max-1440x900.png""></p><p><br></p><h3>This edition has 3 games that were played at the Arena 🎮 </h3><p><br></p><h3>Game 1:  Red Light Green Light 🚦</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-22_150029.max-1440x900.png""></p><p><br></p><h3>Game 2: Shoot your shot ✈️</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-22_150039.max-1440x900.png""></p><p><br></p><h3>Game 3:  Chop chop coffee bean</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-10-22_150111.max-1440x900.png""></p><p><br></p><h3>The Winners Unlocked 🔓 </h3><p><u>1st Place </u></p><ul><li>Amazon Gift card worth 5k 💰💰</li></ul><p><br></p><p><u>2nd, 3rd, 4th &amp; 5th Place</u> </p><ul><li>Myntra Voucher Worth 1k each 💰</li></ul><p><br></p><p><u>Top 40 Students</u></p><ul><li>MCaffeine Products 🛍</li></ul><p><br></p><h3>Comment down below if you want to participate in a Deals Arena too!</h3>",REACH NOW ADDED,50,32,1,OUTSIDE SHARE COUNTER NOW ADDED,0,0,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
